# Redshift z, Distance modulus mu, Error dmu (samples)
5.741629153549434594e-01 4.150855959505356196e+01 9.523641301943456261e-01
7.393619114140701498e-01 4.416347396656298230e+01 9.658678917357758076e-01
6.222906590280818939e-01 4.327756635523481776e+01 9.566418832387503235e-01
5.707983976440194063e-01 4.114004725751500047e+01 9.520526423671000771e-01
4.736212538436816999e-01 4.351358174856932237e+01 9.422262298974536376e-01
6.639683377403495790e-01 4.482533649730447678e+01 9.601017978186517920e-01
4.842857462533004531e-01 4.328163804216634247e+01 9.433917425685173219e-01
1.040049036946482985e+00 4.403854620828093402e+01 9.843129711600976384e-01
1.343969592791167234e+00 4.384250793168209270e+01 9.982272474755967684e-01
4.432977358619031305e-01 4.292862090010137877e+01 9.387745686987588600e-01
8.415829286158165168e-01 4.325007831537101310e+01 9.728461491128993499e-01
5.572823840151597263e-01 4.370146985643993531e+01 9.507837782737911247e-01
5.908836553583319828e-01 4.289303244302735862e+01 9.538872320138375160e-01
1.147343136384627593e+00 4.544862829435884777e+01 9.896421036752350853e-01
1.886272437507779398e-01 4.011221822701266149e+01 8.958592816487250809e-01
2.062190140437476227e-01 4.064586101799446283e+01 9.001961317044384625e-01
1.133550826629609182e-01 3.859055385554122353e+01 8.716280348622863494e-01
9.097792270687138361e-01 4.559787721656527282e+01 9.770595093601763814e-01
8.214475145811753753e-01 4.370023296430461812e+01 9.715386591984653819e-01
9.861272072523559196e-01 4.446579042733112175e+01 9.814253574524067769e-01
1.484065267630334084e+00 4.706999227969217259e+01 1.003601199621181106e+00
8.530818487999807243e-01 4.236681528236043448e+01 9.735793124490905726e-01
5.028167155460296911e-01 4.106701162430939434e+01 9.453615867688784924e-01
8.248932371080243131e-01 4.453025483678541008e+01 9.717645888647088448e-01
2.367932810862283244e-01 3.928511418345500061e+01 9.069823275997436207e-01
6.579936514887776422e-01 4.484606605924432188e+01 9.596186196008901215e-01
2.592356609805561707e-01 4.019647642609347571e+01 9.114695506525586355e-01
1.229789917053121462e+00 4.392794369193158133e+01 9.934094472603405279e-01
5.514077210742065471e-01 4.433838874754638937e+01 9.502232890113220254e-01
4.667858065480199325e-01 4.346717290334886741e+01 9.414663606163680143e-01
3.551382692454392309e-01 4.309885092947160956e+01 9.273397841253648854e-01
8.158156846081126012e-01 4.443829167724724982e+01 9.711674126151237374e-01
4.986544107188025099e-01 4.143245942219939337e+01 9.449250631405595735e-01
5.912268550297847813e-01 4.451794893716367341e+01 9.539180692974156273e-01
1.102178908414677694e-01 3.828256448747843876e+01 8.703162434905529210e-01
6.362948630360617530e-01 4.366002692562049958e+01 9.578282307161595233e-01
6.310362981355838174e-01 4.377616898874487816e+01 9.573856705676260237e-01
6.356261298650476288e-01 4.274014275327098034e+01 9.577721420433786825e-01
1.225242799276446970e+00 4.527032691131478970e+01 9.932083629040048267e-01
7.015270892111449275e-01 4.404052946924919354e+01 9.630480035075147383e-01
4.254842822226414523e-01 4.218477443741876698e+01 9.366439547847045244e-01
4.838588700361984851e-01 4.113016255805722210e+01 9.433455479861454496e-01
7.190571964284380169e-01 4.350621911628244476e+01 9.643721306556102268e-01
1.757882949942888018e-01 4.080633622864510102e+01 8.924520093981869184e-01
6.854308279631464718e-01 4.242216978384570325e+01 9.618041608262299924e-01
6.895180268747015395e-01 4.296216364094440365e+01 9.621226083035352428e-01
3.139149262313544186e-01 4.065259289433107881e+01 9.210679779260533273e-01
2.465126231280599101e-01 4.212950311529176872e+01 9.089715017381212459e-01
3.928893058249575687e-01 4.225311178346682794e+01 9.325236208476144206e-01
